1.6      0.20 -109.63009522 -109.16526251 -109.62377282 -109.17158491    0.05384129
1.6      0.60 -110.94055305 -110.51269729 -110.93017216 -110.52307819    0.06583133
1.6      1.00 -112.15197389 -111.74605775 -112.14361838 -111.75441326    0.05763524
1.6      1.40 -112.65351964 -112.24949684 -112.64804325 -112.25497323    0.04671826
1.6      1.60 -112.75625184 -112.35034083 -112.75282123 -112.35377144    0.03715846
1.6      1.80 -112.80850133 -112.40357137 -112.80796705 -112.40410565   -0.01469905
1.6      2.00 -112.83292653 -112.48791036 -112.83034279 -112.49049410   -0.02974485
1.6      2.10 -112.83854456 -112.52360415 -112.83492668 -112.52722202   -0.03356080
1.6      2.20 -112.84119188 -112.55489573 -112.83645921 -112.55962840   -0.03650407
1.6      2.30 -112.84167105 -112.58219331 -112.83574180 -112.58812257   -0.03877311
1.6      2.40 -112.84060736 -112.60591705 -112.83340113 -112.61312328   -0.04048830
1.6      2.50 -112.83848532 -112.62647062 -112.82993614 -112.63501980   -0.04170688
1.6      2.60 -112.83567753 -112.64422881 -112.82571838 -112.65418796   -0.04251448
1.6      2.70 -112.83246696 -112.65953195 -112.82104892 -112.67094999   -0.04294424
1.6      2.80 -112.82906548 -112.67268563 -112.81614137 -112.68560974   -0.04305854
1.6      2.90 -112.82562836 -112.68396258 -112.81116794 -112.69842300   -0.04288873
1.6      3.00 -112.82226631 -112.69360598 -112.80626433 -112.70960796   -0.04245888
1.6      3.10 -112.81846891 -112.70134304 -112.79957611 -112.72023584   -0.04308013
1.6      3.20 -112.81548489 -112.70838537 -112.79519790 -112.72867236   -0.04196624
1.6      3.30 -112.81324865 -112.71479185 -112.79274164 -112.73529885   -0.03998146
1.6      3.40 -112.81068885 -112.71985438 -112.78880147 -112.74174175   -0.03884676
1.6      3.50 -112.80835628 -112.72416359 -112.78516348 -112.74735640   -0.03761328
1.6      3.60 -112.80623778 -112.72784324 -112.78185050 -112.75223051   -0.03629173
1.6      3.70 -112.80389852 -112.73074230 -112.77772436 -112.75691646   -0.03506731
1.6      3.80 -112.80217682 -112.73350979 -112.77516737 -112.76051924   -0.03354324
1.6      3.90 -112.80060719 -112.73592818 -112.77290547 -112.76362990   -0.03200523
1.6      4.00 -112.79916853 -112.73806348 -112.77092068 -112.76631132   -0.03046548
1.6      4.10 -112.79784161 -112.73996918 -112.76919252 -112.76861826   -0.02893479
1.6      4.20 -112.79660989 -112.74168801 -112.77059755 -112.76770036   -0.02742271
1.6      4.40 -112.79437962 -112.74468999 -112.77373841 -112.76533120   -0.02448662
1.6      4.60 -112.79239842 -112.74724961 -112.77600690 -112.76364113   -0.02171119
1.6      4.80 -112.79062129 -112.74946617 -112.77762361 -112.76246386   -0.01913064
1.6      5.00 -112.78902605 -112.75139304 -112.77875118 -112.76166790   -0.01676607
1.6      5.20 -112.78760320 -112.75306105 -112.77953165 -112.76113260   -0.01461707
1.6      5.40 -112.78634831 -112.75449188 -112.78004935 -112.76079084   -0.01268801
1.6      5.60 -112.78525722 -112.75570505 -112.78038154 -112.76058073   -0.01096880
1.6      5.80 -112.78432348 -112.75672075 -112.78058358 -112.76046065   -0.00944694
1.6      6.00 -112.78353743 -112.75756064 -112.78069616 -112.76040191   -0.00810767
1.6      7.00 -112.78132097 -112.75989945 -112.78069508 -112.76052534   -0.00360774
1.6      8.00 -112.78064778 -112.76069016 -112.78053223 -112.76080570   -0.00151413
1.6      9.00 -112.78044754 -112.76108757 -112.78042850 -112.76110661   -0.00060682
1.6     10.00 -112.78037329 -112.76135545 -112.78037051 -112.76135823   -0.00022991
1.6     12.00 -112.78031625 -112.76162730 -112.78031621 -112.76162734   -0.00002496
1.6     14.00 -112.78029299 -112.76160730 -112.78029299 -112.76160730   -0.00000159
1.6     16.00 -112.78028106 -112.76176524 -112.78028106 -112.76176524    0.00000000
1.6     18.00 -112.78027427 -112.76187430 -112.78027427 -112.76187430   -0.00000006
1.6     20.00 -112.78027009 -112.76195227 -112.78027009 -112.76195227   -0.00000006

1.7      0.20 -110.24069168 -109.80273321 -110.23367004 -109.80975486     0.05500805
1.7      0.60 -111.29726989 -110.89546092 -111.28658263 -110.90614818     0.06465307
1.7      1.00 -112.36422469 -111.98523048 -112.35614583 -111.99330934     0.05474096
1.7      1.40 -112.83292908 -112.45636352 -112.82766943 -112.46162317     0.04419206
