1.6      1.40 -111.81252509 -111.45563089 -111.81252378 -111.45563220    -0.00068406
1.6      1.60 -112.39205139 -112.03024966 -112.39200565 -112.03029541    -0.00406795
1.6      1.80 -112.67829725 -112.31508124 -112.67816993 -112.31520856    -0.00679908
1.6      2.00 -112.81424061 -112.45542504 -112.81398005 -112.45568560    -0.00966566
1.6      2.10 -112.85015573 -112.49716379 -112.84982489 -112.49749463    -0.01080171
1.6      2.20 -112.87242781 -112.52884733 -112.87202062 -112.52925452    -0.01182100
1.6      2.30 -112.88491262 -112.55498342 -112.88440672 -112.55548932    -0.01290956
1.6      2.40 -112.89048936 -112.57829240 -112.88990916 -112.57887260    -0.01344613
1.6      2.50 -112.89125631 -112.59987613 -112.89060759 -112.60052485    -0.01373327
1.6      2.60 -112.88870781 -112.61995423 -112.88799424 -112.62066780    -0.01382986
1.6      2.70 -112.88391795 -112.63849308 -112.88313763 -112.63927340    -0.01381669
1.6      2.80 -112.87766788 -112.65544389 -112.87682091 -112.65629086    -0.01369305
1.6      2.90 -112.87052848 -112.67080003 -112.86961027 -112.67171824    -0.01351109
1.6      3.00 -112.86291672 -112.68459991 -112.86192593 -112.68559069    -0.01325490
1.6      3.10 -112.85513506 -112.69691623 -112.85406225 -112.69798904    -0.01298418
1.6      3.20 -112.84740076 -112.70784353 -112.84623847 -112.70900582    -0.01268288
1.6      3.30 -112.83986779 -112.71748795 -112.83860814 -112.71874759    -0.01235186
1.6      3.40 -112.83264361 -112.72595981 -112.83127713 -112.72732629    -0.01199642
1.6      3.50 -112.82580193 -112.73336850 -112.82431645 -112.73485397    -0.01162329
1.6      3.60 -112.81939200 -112.73981903 -112.81777511 -112.74143592    -0.01122704
1.6      3.70 -112.81344552 -112.74540961 -112.81167940 -112.74717573    -0.01081852
1.6      3.80 -112.80798145 -112.75022997 -112.80604404 -112.75216738    -0.01039879
1.6      3.90 -112.80300979 -112.75436015 -112.80087237 -112.75649757    -0.00997076
1.6      4.00 -112.79853461 -112.75786935 -112.79615898 -112.76024498    -0.00953740
1.6      4.10 -112.79455702 -112.76081479 -112.79189132 -112.76348049    -0.00910168
1.6      4.20 -112.79107822 -112.76324023 -112.78805103 -112.76626741    -0.00866642
1.6      4.40 -112.78564070 -112.76663040 -112.78155764 -112.77071345    -0.00780697
1.6      4.60 -112.78229594 -112.76812207 -112.77646223 -112.77395578    -0.00697525
1.6      4.80 -112.78086803 -112.76794097 -112.77628252 -112.77252647    -0.00618468
1.6      5.00 -112.78059319 -112.76684140 -112.77791628 -112.76951830    -0.00544486
1.6      5.20 -112.78071057 -112.76554781 -112.77902857 -112.76722980    -0.00476178
1.6      5.40 -112.78086442 -112.76437151 -112.77975059 -112.76548534    -0.00413880
1.6      5.60 -112.78094472 -112.76338218 -112.78018315 -112.76414374    -0.00357701
1.6      5.80 -112.78093589 -112.76256842 -112.78040557 -112.76309874    -0.00307561
1.6      6.00 -112.78085585 -112.76190346 -112.78048288 -112.76227642    -0.00263238
1.6      7.00 -112.78021818 -112.76016540 -112.78015227 -112.76023130    -0.00114772
1.6      8.00 -112.77990373 -112.75982401 -112.77989279 -112.75983496    -0.00046872
1.6      9.00 -112.77978756 -112.75993348 -112.77978594 -112.75993511    -0.00017973
1.6     10.00 -112.77973583 -112.76014263 -112.77973563 -112.76014283    -0.00006263
1.6     12.00 -112.77969132 -112.76049695 -112.77969132 -112.76049695    -0.00000462
1.6     14.00 -112.77967228 -112.76061733 -112.77967228 -112.76061733    -0.00000009
1.6     16.00 -112.77966226 -112.76086438 -112.77966226 -112.76086438     0.00000000
1.6     18.00 -112.77965645 -112.76105045 -112.77965645 -112.76105045    -0.00000001
1.6     20.00 -112.77965280 -112.76119261 -112.77965280 -112.76119261    -0.00000001

1.7      1.40 -111.86511403 -111.53083204 -111.86510586 -111.53084021    -0.00165244
1.7      1.60 -112.49855935 -112.15876945 -112.49843266 -112.15889614    -0.00655984
1.7      1.80 -112.81525049 -112.47262161 -112.81491782 -112.47295428    -0.01067112
1.7      2.00 -112.96768529 -112.62605885 -112.96711309 -112.62663105    -0.01396960
1.7      2.10 -113.00869818 -112.66971772 -113.00798789 -112.67042801    -0.01550064
1.7      2.20 -113.03470267 -112.70050610 -113.03384685 -112.70136192    -0.01689022
1.7      2.30 -113.04989240 -112.72339694 -113.04887836 -112.72441099    -0.01816739
1.7      2.40 -113.05732611 -112.74219436 -113.05615759 -112.74336288    -0.01915389
1.7      2.50 -113.05928595 -112.75941657 -113.05797065 -112.76073187    -0.01981632
1.7      2.60 -113.05747497 -112.77617130 -113.05601595 -112.77763032    -0.02020640
1.7      2.70 -113.05311493 -112.79251366 -113.05151374 -112.79411484    -0.02036434
1.7      2.80 -113.04707641 -112.80813322 -113.04533254 -112.80987709    -0.02033825
1.7      2.90 -113.03998998 -112.82274246 -113.03810617 -112.82462627    -0.02014209
1.7      3.00 -113.03231625 -112.83616887 -113.03028225 -112.83820286    -0.01987020
