1.6      1.40 -111.19920967 -111.11584243 -110.70916539 -110.79253264
1.6      1.60 -111.98651895 -111.90771263 -111.48875012 -111.56755644
1.6      1.80 -112.45712936 -112.38129267 -111.95493126 -112.03076795
1.6      2.00 -112.72752822 -112.65237591 -112.22246494 -112.29761725
1.6      2.10 -112.81379173 -112.73801745 -112.30790536 -112.38367964
1.6      2.20 -112.87714844 -112.79998487 -112.37087614 -112.44803971
1.6      2.30 -112.92290141 -112.84357414 -112.41670180 -112.49602907
1.6      2.40 -112.95515982 -112.87279918 -112.44951088 -112.53187151
1.6      2.50 -112.97709537 -112.89102700 -112.47249778 -112.55856615
1.6      2.60 -112.99114619 -112.90068688 -112.48813453 -112.57859384
1.6      2.70 -112.99918088 -112.90411142 -112.49834169 -112.59341115
1.6      2.80 -113.00263246 -112.90275471 -112.50462523 -112.60450298
1.6      2.90 -113.00260780 -112.89868721 -112.50818390 -112.61210450
1.6      3.00 -112.99997002 -112.89223274 -112.50999509 -112.61773237
1.6      3.10 -112.99539682 -112.88435414 -112.51089284 -112.62193553
1.6      3.20 -112.98942276 -112.87569574 -112.51165916 -112.62538617
1.6      3.30 -112.98247095 -112.86696302 -112.51319547 -112.62870341
1.6      3.40 -112.97488210 -112.85897911 -112.51709568 -112.63299868
1.6      3.50 -112.96688930 -112.85578474 -112.52710593 -112.63821050
1.6      3.60 -112.95857533 -112.84990565 -112.53660429 -112.64527398
1.6      3.70 -112.95014695 -112.84316184 -112.54779917 -112.65478428
1.6      3.80 -112.94172236 -112.83700658 -112.56001526 -112.66473105
1.6      3.90 -112.93341720 -112.83133869 -112.57271877 -112.67479728
1.6      4.00 -112.92530576 -112.82620757 -112.58553334 -112.68463153
1.6      4.10 -112.91743049 -112.82158912 -112.59818773 -112.69402910
1.6      4.20 -112.90981620 -112.81743783 -112.61049104 -112.70286941
1.6      4.40 -112.89542230 -112.81034795 -112.63357304 -112.71864739
1.6      4.60 -112.88217320 -112.80455016 -112.65423467 -112.73185770
1.6      4.80 -112.87006042 -112.79978264 -112.67235777 -112.74263555
1.6      5.00 -112.85904421 -112.79584968 -112.68804627 -112.75124080
1.6      5.20 -112.84906875 -112.79247772 -112.70150857 -112.75809959
1.6      5.40 -112.84007097 -112.78959117 -112.71299172 -112.76347151
1.6      5.60 -112.83198518 -112.78709608 -112.72274528 -112.76763438
1.6      5.80 -112.82474565 -112.78492782 -112.73100321 -112.77082104
1.6      6.00 -112.81828764 -112.78302620 -112.73797558 -112.77323702
1.6      7.00 -112.79563848 -112.77865347 -112.75918085 -112.77616586
1.6      8.00 -112.78461712 -112.77965644 -112.76701991 -112.77198059
1.6      9.00 -112.78070996 -112.77975316 -112.76835919 -112.76931599
1.6     10.00 -112.77986396 -112.77972113 -112.76744975 -112.76759259
1.6     12.00 -112.77967218 -112.77966977 -112.76559295 -112.76559536
1.6     14.00 -112.77965120 -112.77965118 -112.76447927 -112.76447929
1.6     16.00 -112.77964398 -112.77964398 -112.76367557 -112.76367557
1.6     18.00 -112.77964101 -112.77964101 -112.76326211 -112.76326211
1.6     20.00 -112.77963977 -112.77963977 -112.76297891 -112.76297891
          
1.7      1.40 -111.21016275 -111.12695899 -110.77242995 -110.85563371
1.7      1.60 -112.03328568 -111.95301541 -111.58109289 -111.66136315
1.7      1.80 -112.54174338 -112.46568280 -112.08159792 -112.15765850
1.7      2.00 -112.83996220 -112.76580675 -112.37445685 -112.44861229
1.7      2.10 -112.93644499 -112.86212752 -112.46903802 -112.54335548
1.7      2.20 -113.00800346 -112.93288247 -112.53918443 -112.61430542
1.7      2.30 -113.06028400 -112.98351548 -112.59053382 -112.66730235
1.7      2.40 -113.09770156 -113.01851738 -112.62749712 -112.70668130
1.7      2.50 -113.12369160 -113.04136604 -112.65351099 -112.73583655
1.7      2.60 -113.14091716 -113.05469506 -112.67124923 -112.75747133
1.7      2.70 -113.15143533 -113.06078120 -112.68279486 -112.77344898
1.7      2.80 -113.15682921 -113.06157004 -112.68977927 -112.78503844
1.7      2.90 -113.15831797 -113.05866421 -112.69349392 -112.79314768
1.7      3.00 -113.15685116 -113.05326137 -112.69497853 -112.79856832
1.7      3.10 -113.15317513 -113.04664774 -112.69509492 -112.80162231
1.7      3.20 -113.14787710 -113.03879183 -112.69459682 -112.80368209
1.7      3.30 -113.14141892 -113.03061971 -112.69420960 -112.80500881
1.7      3.40 -113.13416410 -113.02258028 -112.69475248 -112.80633630
1.7      3.50 -113.12640080 -113.01546403 -112.69733386 -112.80827063
1.7      3.60 -113.11834900 -113.00995259 -112.70297119 -112.81136760
1.7      3.70 -113.11013415 -113.00438675 -112.71052568 -112.81627308
1.7      3.80 -113.10188164 -112.99831058 -112.71983286 -112.82340392
1.7      3.90 -113.09368150 -112.99246304 -112.73054241 -112.83176086
1.7      4.00 -113.08560365 -112.98711047 -112.74203028 -112.84052346
1.7      4.10 -113.07770775 -112.98226749 -112.75382186 -112.84926211
1.7      4.20 -113.07003846 -112.97791559 -112.76558599 -112.85770886
1.7      4.40 -113.05548531 -112.97050305 -112.78820188 -112.87318414
1.7      4.60 -113.04205631 -112.96454313 -112.80885343 -112.88636661
1.7      4.80 -113.02976528 -112.95968518 -112.82718027 -112.89726037
1.7      5.00 -113.01857982 -112.95571631 -112.84316234 -112.90602584
1.7      5.20 -113.00844600 -112.95233707 -112.85694471 -112.91305364
1.7      5.40 -112.99930058 -112.94947416 -112.86874302 -112.91856944
1.7      5.60 -112.99107705 -112.94701335 -112.87879268 -112.92285639
1.7      5.80 -112.98370840 -112.94487807 -112.88732254 -112.92615286
1.7      6.00 -112.97712852 -112.94301710 -112.89454261 -112.92865403
1.7      7.00 -112.95390278 -112.93637761 -112.91674560 -112.93427077
1.7      8.00 -112.94205058 -112.93531108 -112.92563605 -112.93237556
1.7      9.00 -112.93699666 -112.93540918 -112.92826055 -112.92984803
1.7     10.00 -112.93562094 -112.93537389 -112.92798031 -112.92822737
1.7     12.00 -112.93532227 -112.93531829 -112.92636332 -112.92636730
1.7     14.00 -112.93529778 -112.93529775 -112.92533645 -112.92533649
1.7     16.00 -112.93528950 -112.93528950 -112.92459558 -112.92459558
1.7     18.00 -112.93528585 -112.93528585 -112.92422208 -112.92422208
1.7     20.00 -112.93528417 -112.93528417 -112.92396759 -112.92396759
          
1.8      1.40 -111.18253575 -111.10209559 -110.79465683 -110.87509699
1.8      1.60 -112.02574458 -111.94711313 -111.61878969 -111.69742113
1.8      1.80 -112.56781301 -112.49372360 -112.14994881 -112.22403821
1.8      2.00 -112.89341865 -112.82230133 -112.46803131 -112.53914863
1.8      2.10 -113.00033246 -112.92957191 -112.57211081 -112.64287137
1.8      2.20 -113.08038008 -113.00935618 -112.64986448 -112.72088839
1.8      2.30 -113.13948829 -113.06750816 -112.70718450 -112.77916463
1.8      2.40 -113.18234945 -113.10871062 -112.74873813 -112.82237696
1.8      2.50 -113.21264883 -113.13667072 -112.77819381 -112.85417192
1.8      2.60 -113.23326665 -113.15436689 -112.79842426 -112.87732403
1.8      2.70 -113.24644654 -113.16286574 -112.81167739 -112.89525820
1.8      2.80 -113.25393002 -113.16576462 -112.81971662 -112.90788203
1.8      2.90 -113.25705907 -113.16436255 -112.82393209 -112.91662861
1.8      3.00 -113.25686848 -113.16035382 -112.82542892 -112.92194358
1.8      3.10 -113.25417497 -113.15403353 -112.82510203 -112.92524347
1.8      3.20 -113.24962502 -113.14681545 -112.82370233 -112.92651190
1.8      3.30 -113.24372630 -113.13902611 -112.82189649 -112.92659668
1.8      3.40 -113.23687660 -113.13118720 -112.82032757 -112.92601698
1.8      3.50 -113.22938876 -113.12385873 -112.81966774 -112.92519776
1.8      3.60 -113.22151254 -113.11736533 -112.82056484 -112.92471205
1.8      3.70 -113.21344132 -113.11126185 -112.82344192 -112.92562139
1.8      3.80 -113.20529731 -113.10481951 -112.82869266 -112.92917046
1.8      3.90 -113.19716711 -113.09839342 -112.83623909 -112.93501278
1.8      4.00 -113.18913273 -113.09243683 -112.84538742 -112.94208333
1.8      4.10 -113.18125816 -113.08707196 -112.85550808 -112.94969427
1.8      4.20 -113.17358658 -113.08232345 -112.86612485 -112.95738798
1.8      4.40 -113.15896597 -113.07441330 -112.88749968 -112.97205235
1.8      4.60 -113.14541762 -113.06812181 -112.90771807 -112.98501387
1.8      4.80 -113.13298779 -113.06315000 -112.92600693 -112.99584471
1.8      5.00 -113.12166166 -113.05902292 -112.94213696 -113.00477569
1.8      5.20 -113.11139307 -113.05561008 -112.95614655 -113.01192955
1.8      5.40 -113.10212176 -113.05272317 -112.96819690 -113.01759549
1.8      5.60 -113.09378208 -113.05027548 -112.97849623 -113.02200283
1.8      5.80 -113.08630705 -113.04817609 -112.98726073 -113.02539169
1.8      6.00 -113.07963017 -113.04635404 -112.99469549 -113.02797161
