      1.6   0.20   -110.14052733   -109.67540995   -110.13987591   -109.67606137
      1.6   0.60   -111.34505677   -110.92129028   -111.34388435   -110.92246270
      1.6   1.00   -112.19750030   -111.79977566   -112.19018029   -111.80709567
      1.6   1.40   -112.63111475   -112.23063897   -112.59543190   -112.26632182
      1.6   1.60   -112.74226383   -112.34120580   -112.69903474   -112.38443489
      1.6   1.80   -112.81020782   -112.41523183   -112.75655725   -112.46888241
      1.6   2.00   -112.84919027   -112.46832279   -112.79176924   -112.52574382
      1.6   2.10   -112.86133830   -112.49037205   -112.80250715   -112.54920319
      1.6   2.20   -112.86984014   -112.51031148   -112.80951403   -112.57063759
      1.6   2.30   -112.87544748   -112.52847012   -112.81352349   -112.59039411
      1.6   2.40   -112.87876942   -112.54505360   -112.81520822   -112.60861479
      1.6   2.50   -112.88029738   -112.56021416   -112.81511494   -112.62539661
      1.6   2.60   -112.88042738   -112.57408588   -112.81372762   -112.64078564
      1.6   2.70   -112.87947830   -112.58679776   -112.81142750   -112.65484855
      1.6   2.80   -112.87770635   -112.59847567   -112.80835323   -112.66782878
      1.6   2.90   -112.87531686   -112.60924077   -112.80497284   -112.67958479
      1.6   3.00   -112.87247338   -112.61920616   -112.80139079   -112.69028874
      1.6   3.10   -112.86930564   -112.62847492   -112.79778807   -112.69999249
      1.6   3.20   -112.86591553   -112.63713742   -112.79427441   -112.70877854
      1.6   3.30   -112.86238270   -112.64527084   -112.79095823   -112.71669531
      1.6   3.40   -112.85876884   -112.65293874   -112.78780590   -112.72390167
      1.6   3.50   -112.85512147   -112.66019163   -112.78490580   -112.73040729
      1.6   3.60   -112.85147696   -112.66706827   -112.78228380   -112.73626144
      1.6   3.70   -112.84786322   -112.67359747   -112.77993215   -112.74152855
      1.6   3.80   -112.84430157   -112.67980014   -112.77784872   -112.74625299
      1.6   3.90   -112.84080837   -112.68569120   -112.77602670   -112.75047287
      1.6   4.00   -112.83739618   -112.69128162   -112.77444030   -112.75423750
      1.6   4.10   -112.83407482   -112.69657984   -112.77306711   -112.75758755
      1.6   4.20   -112.83085150   -112.70159303   -112.77188422   -112.76056031
      1.6   4.40   -112.82472061   -112.71079131   -112.76999980   -112.76551212
      1.6   4.60   -112.81903292   -112.71893340   -112.76934053   -112.76862580
      1.6   4.80   -112.81380201   -112.72608471   -112.77226465   -112.76762208
      1.6   5.00   -112.80903052   -112.73231929   -112.77447266   -112.76687715
      1.6   5.20   -112.80471324   -112.73771651   -112.77611625   -112.76631350
      1.6   5.40   -112.80083916   -112.74235709   -112.77732279   -112.76587345
      1.6   5.60   -112.79739273   -112.74631960   -112.77819920   -112.76551314
      1.6   5.80   -112.79435506   -112.74967813   -112.77881660   -112.76521660
      1.6   6.00   -112.79170472   -112.75250095   -112.77924476   -112.76496091
      1.6   7.00   -112.78338792   -112.76057037   -112.77993264   -112.76402565
      1.6   8.00   -112.78059069   -112.76271133   -112.77988623   -112.76341579
      1.6   9.00   -112.77991447   -112.76293114   -112.77979536   -112.76305026
      1.6  10.00   -112.77975514   -112.76280551   -112.77973704   -112.76282361
      1.6  12.00   -112.77968359   -112.76254031   -112.77968331   -112.76254059
      1.6  14.00   -112.77966284   -112.76229435   -112.77966284   -112.76229435
      1.6  16.00   -112.77965341   -112.76220158   -112.77965341   -112.76220158
      1.6  18.00   -112.77964858   -112.76214556   -112.77964858   -112.76214556
      1.6  20.00   -112.77964593   -112.76210495   -112.77964593   -112.76210495

      1.7   0.20   -110.67553967   -110.23993720   -110.67497171   -110.24050516
      1.7   0.60   -111.67515693   -111.28307350   -111.67406005   -111.28417039
      1.7   1.00   -112.41172844   -112.04855496   -112.40489964   -112.05538376
      1.7   1.40   -112.80599825   -112.44112187   -112.77516170   -112.47195843
      1.7   1.60   -112.91034590   -112.54339928   -112.87287313   -112.58087205
