1.5    	1.40	-110.96587675	-110.48180727	-110.96584686	-110.48183715	0.00380329
1.5	1.60	-111.91545975	-111.43639096	-111.91538375	-111.43646697	0.00603367
1.5	1.80	-112.34816435	-111.87549113	-112.34807181	-111.87558366	0.00661282
1.5	2.00	-112.54519206	-112.08592690	-112.54511622	-112.08600274	0.00590103
1.5	2.10	-112.59671829	-112.14897656	-112.59666297	-112.14903188	0.00497650
1.5	2.20	-112.62900573	-112.19722379	-112.62897236	-112.19725715	0.00379531
1.5	2.30	-112.64777074	-112.23671441	-112.64775441	-112.23673074	0.00259066
1.5	2.40	-112.65714424	-112.27099432	-112.65713733	-112.27100123	0.00163314
1.5	2.50	-112.66005558	-112.30173830	-112.66005280	-112.30174109	0.00099833
1.5	2.60	-112.65854229	-112.32959062	-112.65854087	-112.32959204	0.00068294
1.5	2.70	-112.65403542	-112.35477898	-112.65403436	-112.35478004	0.00056366
1.5	2.80	-112.64755672	-112.37741351	-112.64755553	-112.37741470	-0.00056687
1.5	2.90	-112.63984267	-112.39760957	-112.63984099	-112.39761125	-0.00063824
1.5	3.00	-112.63142615	-112.41552030	-112.63142365	-112.41552280	-0.00073382
1.5	3.10	-112.62269202	-112.43132998	-112.62268829	-112.43133372	-0.00084544
1.5	3.20	-112.61391655	-112.44523731	-112.61391130	-112.44524256	-0.00094075
1.5	3.30	-112.60529591	-112.45744114	-112.60528855	-112.45744851	-0.00104324
1.5	3.40	-112.59696729	-112.46813114	-112.59695745	-112.46814098	-0.00112568
1.5	3.50	-112.58902451	-112.47748273	-112.58901174	-112.47749550	-0.00119353
1.5	3.60	-112.58152934	-112.48565464	-112.58151314	-112.48567084	-0.00124609
1.5	3.70	-112.57451971	-112.49278835	-112.57449957	-112.49280850	-0.00128290
1.5	3.80	-112.56801552	-112.49900858	-112.56799077	-112.49903333	-0.00130661
1.5	3.90	-112.55566216	-112.50972511	-112.55562203	-112.50976524	-0.00135717
1.5	4.00	-112.55027670	-112.51423765	-112.55022523	-112.51428911	-0.00136093
1.5	4.10	-112.54539179	-112.51813373	-112.54532419	-112.51820133	-0.00135583
1.5	4.20	-112.54099063	-112.52148562	-112.54089745	-112.52157880	-0.00134488
1.5	4.40	-112.53361770	-112.52673299	-112.53336301	-112.52698768	-0.00129946
1.5	4.60	-112.53134178	-112.52699981	-112.53095683	-112.52738475	-0.00123419
1.5	4.80	-112.53394015	-112.52258683	-112.53382175	-112.52270522	-0.00115334
1.5	5.00	-112.53590397	-112.51900574	-112.53583712	-112.51907259	-0.00106075
1.5	5.20	-112.53724394	-112.51621729	-112.53719995	-112.51626129	-0.00096079
1.5	5.40	-112.53810071	-112.51405517	-112.53807006	-112.51408582	-0.00085803
1.5	5.60	-112.53860474	-112.51238268	-112.53858287	-112.51240455	-0.00075692
1.5	5.80	-112.53886822	-112.51109718	-112.53885248	-112.51111292	-0.00066109
1.5	6.00	-112.53897997	-112.51012018	-112.53896857	-112.51013159	-0.00057356
1.5	7.00	-112.53881680	-112.50798664	-112.53881456	-112.50798887	-0.00026243
1.5	8.00	-112.53858161	-112.50773086	-112.53858122	-112.50773125	-0.00010925
1.5	9.00	-112.53845373	-112.50795401	-112.53845369	-112.50795406	-0.00003764
1.5	10.00	-112.53838650	-112.50826487	-112.53838649	-112.50826488	-0.00000896
1.5	12.00	-112.53832050	-112.50871598	-112.53832050	-112.50871598	-0.00000102
1.5	14.00	-112.53828798	-112.50915423	-112.53828798	-112.50915423	-0.00000024
1.5	16.00	-112.53826901	-112.50948902	-112.53826901	-112.50948902	0.00000000
1.5	18.00	-112.53825692	-112.50974040	-112.53825692	-112.50974040	0.00000002
1.5	20.00	-112.53824872	-112.50993228	-112.53824872	-112.50993228	0.00000004

1.6      1.40 -110.88244718 -110.38872031 -110.88191548 -110.38925200
1.6      1.60 -112.01405597 -111.52614007 -112.01336147 -111.52683457
1.6      1.80 -112.52662389 -112.04446169 -112.52578091 -112.04530467
1.6      2.00 -112.76105055 -112.29032479 -112.76013334 -112.29124201
1.6      2.10 -112.82326022 -112.36255894 -112.82230600 -112.36351316
1.6      2.20 -112.86308568 -112.41668455 -112.86215958 -112.41761065
1.6      2.30 -112.88722584 -112.46007425 -112.88634530 -112.46095479
1.6      2.40 -112.90039969 -112.49720462 -112.89956864 -112.49803568
1.6      2.50 -112.90594064 -112.53026168 -112.90514308 -112.53105923
1.6      2.60 -112.90620642 -112.56008063 -112.90542685 -112.56086021
1.6      2.70 -112.90287200 -112.58693703 -112.90210891 -112.58770012
1.6      2.80 -112.89713445 -112.61096491 -112.89636278 -112.61173658
1.6      2.90 -112.88985466 -112.63230950 -112.88906668 -112.63309748
1.6      3.00 -112.88165459 -112.65115715 -112.88083432 -112.65197742
1.6      3.10 -112.87298385 -112.66772351 -112.87214077 -112.66856658
1.6      3.20 -112.86416606 -112.68223462 -112.86329532 -112.68310536
1.6      3.30 -112.85543196 -112.69491219 -112.85452930 -112.69581485
1.6      3.40 -112.84694374 -112.70596478 -112.84598882 -112.70691970
1.6      3.50 -112.83881320 -112.71558343 -112.83782586 -112.71657078
1.6      3.60 -112.83111501 -112.72394025 -112.83008340 -112.72497186
1.6      3.70 -112.82389656 -112.73118841 -112.82281595 -112.73226901
1.6      3.80 -112.81718501 -112.73746308 -112.81604878 -112.73859931
1.6      3.90 -112.81099250 -112.74288276 -112.80979312 -112.74408214
1.6      4.00 -112.80532005 -112.74755075 -112.80404705 -112.74882374
1.6      4.10 -112.80016065 -112.75155662 -112.79880028 -112.75291699
1.6      4.20 -112.79538274 -112.75502302 -112.79399920 -112.75640656
1.6      4.40 -112.78754365 -112.76037761 -112.78584540 -112.76207586
1.6      4.60 -112.78160077 -112.76398694 -112.77938895 -112.76619876
1.6      4.80 -112.77743250 -112.76593731 -112.77421497 -112.76915484
1.6      5.00 -112.77528847 -112.76615673 -112.77127338 -112.77017181
1.6      5.20 -112.77478814 -112.76502770 -112.77276887 -112.76704697
1.6      5.40 -112.77494848 -112.76351001 -112.77380828 -112.76465022
1.6      5.60 -112.77522172 -112.76211765 -112.77451863 -112.76282073
1.6      5.80 -112.77545203 -112.76097022 -112.77499511 -112.76142714
1.6      6.00 -112.77561357 -112.76005878 -112.77530742 -112.76036493
1.6      7.00 -112.77578845 -112.75774727 -112.77574026 -112.75779546
1.6      8.00 -112.77568932 -112.75709595 -112.77568173 -112.75710354
1.6      9.00 -112.77561450 -112.75698865 -112.77561344 -112.75698971
1.6     10.00 -112.77557131 -112.75706351 -112.77557119 -112.75706363
1.6     12.00 -112.77552925 -112.75729788 -112.77552925 -112.75729788
1.6     14.00 -112.77550973 -112.75736566 -112.77550973 -112.75736566
1.6     16.00 -112.77549884 -112.75758313 -112.77549884 -112.75758313
1.6     18.00 -112.77549218 -112.75775429 -112.77549218 -112.75775429
1.6     20.00 -112.77548782 -112.75788885 -112.77548782 -112.75788885
          
1.7      1.40 -110.65223760 -110.14597969 -110.65222188 -110.14599541
1.7      1.60 -112.00347522 -111.50414282 -112.00337542 -111.50424262
1.7      1.80 -112.61062257 -112.11654882 -112.61038502 -112.11678637
1.7      2.00 -112.88876514 -112.40413743 -112.88834784 -112.40455473
1.7      2.10 -112.96339989 -112.48711234 -112.96284525 -112.48766697
1.7      2.20 -113.01193165 -112.54786316 -113.01125461 -112.54854019
1.7      2.30 -113.04218882 -112.59520985 -113.04138044 -112.59601823
1.7      2.40 -113.05965641 -112.63483329 -113.05871032 -112.63577938
1.7      2.50 -113.06819676 -112.66971606 -113.06710931 -112.67080351
1.7      2.60 -113.07053553 -112.70107014 -113.06930429 -112.70230139
1.7      2.70 -113.06860693 -112.72930064 -113.06723218 -112.73067538
1.7      2.80 -113.06379331 -112.75457276 -113.06227668 -112.75608939
1.7      2.90 -113.05708950 -112.77703550 -113.05543353 -112.77869147
1.7      3.00 -113.04921523 -112.79687661 -113.04742322 -112.79866861
1.7      3.10 -113.04069195 -112.81431712 -113.03876797 -112.81624109
1.7      3.20 -113.03189625 -112.82959188 -113.02984144 -112.83164669
1.7      3.30 -113.02309774 -112.84293320 -113.02091467 -112.84511626
1.7      3.40 -113.01448686 -112.85456051 -113.01217570 -112.85687166
1.7      3.50 -113.00619566 -112.86467526 -113.00374279 -112.86712813
1.7      3.60 -112.99831324 -112.87345916 -112.99573400 -112.87603840
1.7      3.70 -112.99089708 -112.88107421 -112.98819078 -112.88378051
1.7      3.80 -112.98398134 -112.88766379 -112.98114688 -112.89049824
1.7      3.90 -112.97758284 -112.89335405 -112.97461763 -112.89631926
1.7      4.00 -112.97170537 -112.89825574 -112.96860494 -112.90135618
1.7      4.10 -112.96634298 -112.90246586 -112.96310183 -112.90570702
1.7      4.20 -112.96148239 -112.90606933 -112.95809441 -112.90945731
1.7      4.40 -112.95318821 -112.91174392 -112.94947367 -112.91545846
1.7      4.60 -112.94663496 -112.91576592 -112.94253700 -112.91986388
1.7      4.80 -112.94160845 -112.91850031 -112.93704120 -112.92306756
1.7      5.00 -112.93789141 -112.92021894 -112.93274581 -112.92536454
1.7      5.20 -112.93526875 -112.92113473 -112.92941578 -112.92698770
1.7      5.40 -112.93351538 -112.92144126 -112.92811203 -112.92684461
1.7      5.60 -112.93239198 -112.92133478 -112.92886955 -112.92485721
1.7      5.80 -112.93167565 -112.92099569 -112.92935953 -112.92331182
1.7      6.00 -112.93119927 -112.92055753 -112.92965751 -112.92209929
1.7      7.00 -112.93011726 -112.91866975 -112.92988920 -112.91889780
1.7      8.00 -112.92978709 -112.91785638 -112.92975216 -112.91789132
1.7      9.00 -112.92968208 -112.91761006 -112.92967707 -112.91761507
1.7     10.00 -112.92964046 -112.91758219 -112.92963983 -112.91758282
1.7     12.00 -112.92960825 -112.91768541 -112.92960824 -112.91768541
1.7     14.00 -112.92959580 -112.91757624 -112.92959580 -112.91757624
