      1.6      0.60 -109.90595772 -109.49057247 -109.89454730 -109.50198290
      1.6      1.00 -111.70464874 -111.32361458 -111.69868581 -111.32957751
      1.6      1.40 -112.53904796 -112.16271718 -112.53628384 -112.16548131
      1.6      1.60 -112.70922872 -112.33463439 -112.70783984 -112.33602327
      1.6      1.80 -112.79693272 -112.43053225 -112.79664036 -112.43082461
      1.6      2.00 -112.83712229 -112.49743833 -112.83707171 -112.49748891
      1.6      2.10 -112.84647997 -112.52860133 -112.84622416 -112.52885714
      1.6      2.20 -112.85120440 -112.55794051 -112.85066566 -112.55847924
      1.6      2.30 -112.85254699 -112.58474211 -112.85167471 -112.58561439
      1.6      2.40 -112.85146094 -112.60879379 -112.85021045 -112.61004428
      1.6      2.50 -112.84867772 -112.63015179 -112.84699382 -112.63183569
      1.6      2.60 -112.84475713 -112.64898654 -112.84260003 -112.65114363
      1.6      2.70 -112.84012550 -112.66551039 -112.83744858 -112.66818731
      1.6      2.80 -112.83510523 -112.67994394 -112.83185490 -112.68319426
      1.6      2.90 -112.82993805 -112.69250015 -112.82608109 -112.69635710
      1.6      3.00 -112.82480332 -112.70337719 -112.82028329 -112.70789722
      1.6      3.10 -112.81983270 -112.71275578 -112.81459285 -112.71799563
      1.6      3.20 -112.81461012 -112.72034831 -112.80789216 -112.72706627
      1.6      3.30 -112.81025320 -112.72723786 -112.80275408 -112.73473697
      1.6      3.40 -112.80626793 -112.73307015 -112.79793591 -112.74140216
      1.6      3.50 -112.80268266 -112.73796348 -112.79346712 -112.74717902
      1.6      3.60 -112.79992385 -112.74232712 -112.79021867 -112.75203230
      1.6      3.70 -112.79714619 -112.74561880 -112.78637708 -112.75638791
      1.6      3.80 -112.79477196 -112.74827343 -112.78289779 -112.76014759
      1.6      3.90 -112.79241965 -112.75019500 -112.77912863 -112.76348602
      1.6      4.00 -112.79078538 -112.75187986 -112.77641030 -112.76625494
      1.6      4.10 -112.78945269 -112.75318640 -112.77400821 -112.76863088
      1.6      4.20 -112.78837513 -112.75419113 -112.77190291 -112.77066335
      1.6      4.40 -112.78680045 -112.75555875 -112.77387494 -112.76848426
      1.6      4.60 -112.78573461 -112.75640555 -112.77618699 -112.76595317
      1.6      4.80 -112.78494882 -112.75699137 -112.77782435 -112.76411584
      1.6      5.00 -112.78431058 -112.75745087 -112.77895909 -112.76280236
      1.6      5.20 -112.78375504 -112.75784343 -112.77972393 -112.76187455
      1.6      5.40 -112.78325630 -112.75819101 -112.78022095 -112.76122636
      1.6      5.60 -112.78280717 -112.75850044 -112.78052820 -112.76077941
      1.6      5.80 -112.78240752 -112.75877405 -112.78070438 -112.76047718
      1.6      6.00 -112.78205822 -112.75901396 -112.78079276 -112.76027942
      1.6      7.00 -112.78098527 -112.75983120 -112.78072482 -112.76009164
      1.6      8.00 -112.78059740 -112.76028035 -112.78055065 -112.76032710
      1.6      9.00 -112.78045278 -112.76065006 -112.78044526 -112.76065759
      1.6      10.00 -112.78038708 -112.76095299 -112.78038603 -112.76095405
      1.6      12.00 -112.78032881 -112.76132727 -112.78032880 -112.76132728
      1.6      14.00 -112.78030292 -112.76130711 -112.78030292 -112.76130711
      1.6      16.00 -112.78028896 -112.76151839 -112.78028896 -112.76151839
      1.6      18.00 -112.78028067 -112.76166864 -112.78028067 -112.76166864
      1.6      20.00 -112.78027536 -112.76177873 -112.78027536 -112.76177873
                
      1.7      0.60 -110.35154984 -109.95885558 -110.33937865 -109.97102676
      1.7      1.00 -111.91572238 -111.55831641 -111.90983009 -111.56420870
      1.7      1.40 -112.71197178 -112.35948589 -112.70937774 -112.36207993
      1.7      1.60 -112.88059052 -112.52842962 -112.87913862 -112.52988152
      1.7      1.80 -112.96864931 -112.61978311 -112.96813979 -112.62029263
      1.7      2.00 -113.00952040 -112.67374818 -113.00951592 -112.67375266
      1.7      2.10 -113.01895568 -112.69702843 -113.01888038 -112.69710373
      1.7      2.20 -113.02358085 -112.72068266 -113.02327696 -112.72098656
      1.7      2.30 -113.02475672 -112.74405408 -113.02414884 -112.74466195
      1.7      2.40 -113.02344903 -112.76609214 -113.02248463 -112.76705654
      1.7      2.50 -113.02038590 -112.78625218 -113.01902255 -112.78761553
      1.7      2.60 -113.01612824 -112.80437054 -113.01432256 -112.80617622
      1.7      2.70 -113.01110689 -112.82047554 -113.00881794 -112.82276449
      1.7      2.80 -113.00564996 -112.83468258 -113.00283640 -112.83749614
      1.7      2.90 -113.00000462 -112.84714218 -112.99663332 -112.85051348
      1.7      3.00 -112.99435491 -112.85801455 -112.99038141 -112.86198806
      1.7      3.10 -112.98883605 -112.86745719 -112.98422328 -112.87206996
      1.7      3.20 -112.98354577 -112.87561915 -112.97825673 -112.88090819
      1.7      3.30 -112.97855311 -112.88263865 -112.97255389 -112.88863788
      1.7      3.40 -112.97390514 -112.88864280 -112.96716260 -112.89538533
      1.7      3.50 -112.96963137 -112.89374784 -112.96211782 -112.90126139
      1.7      3.60 -112.96574722 -112.89806033 -112.95743882 -112.90636873
      1.7      3.70 -112.96225632 -112.90167833 -112.95313483 -112.91079982
      1.7      3.80 -112.95915192 -112.90469240 -112.94920850 -112.91463581
      1.7      3.90 -112.95641828 -112.90718645 -112.94565541 -112.91794931
      1.7      4.00 -112.95333377 -112.90870383 -112.94137781 -112.92065980
      1.7      4.10 -112.95196318 -112.91091908 -112.93961946 -112.92326280
      1.7      4.20 -112.95017783 -112.91229388 -112.93709990 -112.92537181
      1.7      4.40 -112.94668820 -112.91394825 -112.93214721 -112.92848925
      1.7      4.60 -112.94457801 -112.91542067 -112.93088204 -112.92911664
      1.7      4.80 -112.94295611 -112.91650258 -112.93258544 -112.92687326
      1.7      5.00 -112.94166116 -112.91734826 -112.93377439 -112.92523503
      1.7      5.20 -112.94059237 -112.91804253 -112.93458457 -112.92405033
      1.7      5.40 -112.93969185 -112.91862825 -112.93512034 -112.92319976
      1.7      5.60 -112.93892746 -112.91912644 -112.93546106 -112.92259285
      1.7      5.80 -112.93828037 -112.91954839 -112.93566612 -112.92216263
      1.7      6.00 -112.93773743 -112.91990222 -112.93577906 -112.92186059
      1.7      7.00 -112.93619365 -112.92092885 -112.93578065 -112.92134185
      1.7      8.00 -112.93570171 -112.92131583 -112.93562713 -112.92139041
      1.7      9.00 -112.93554074 -112.92159245 -112.93552870 -112.92160449
      1.7      10.00 -112.93547441 -112.92181955 -112.93547272 -112.92182124
      1.7      12.00 -112.93541888 -112.92208992 -112.93541886 -112.92208994
      1.7      14.00 -112.93539483 -112.92200081 -112.93539483 -112.92200081
      1.7      16.00 -112.93538205 -112.92217571 -112.93538205 -112.92217571
      1.7      18.00 -112.93537454 -112.92230150 -112.93537454 -112.92230150
      1.7      20.00 -112.93536979 -112.92239428 -112.93536979 -112.92239428
                
      1.8      0.60 -110.72714966 -110.35494957 -110.72132757 -110.36077166
      1.8      1.00 -112.07673373 -111.74046265 -112.07580806 -111.74138832
      1.8      1.40 -112.83035786 -112.49944532 -112.83025647 -112.49954671
      1.8      1.60 -112.99624002 -112.66486669 -112.99623674 -112.66486997
      1.8      1.80 -113.08405832 -112.75352044 -113.08381043 -112.75376833
      1.8      2.00 -113.12526507 -112.80046483 -113.12439298 -112.80133692
      1.8      2.10 -113.13488523 -112.81715159 -113.13358438 -112.81845244
      1.8      2.20 -113.13952203 -112.83349802 -113.13772789 -112.83529215
      1.8      2.30 -113.14053415 -112.85115340 -113.13825918 -112.85342838
      1.8      2.40 -113.13899799 -112.86964611 -113.13624871 -112.87239540
      1.8      2.50 -113.13566806 -112.88775099 -113.13246868 -112.89095037
      1.8      2.60 -113.13110186 -112.90467920 -113.12745328 -112.90832778
      1.8      2.70 -113.12572841 -112.92009474 -113.12164378 -112.92417937
      1.8      2.80 -113.11987741 -112.93391328 -113.11533180 -112.93845889
      1.8      2.90 -113.11379930 -112.94617320 -113.10878154 -112.95119097
      1.8      3.00 -113.10768182 -112.95696944 -113.10216929 -112.96248197
      1.8      3.10 -113.10166365 -112.96642023 -113.09565247 -112.97243142
      1.8      3.20 -113.09584568 -112.97465043 -113.08932710 -112.98116900
      1.8      3.30 -113.09029980 -112.98178319 -113.08326169 -112.98882129
      1.8      3.40 -113.08507564 -112.98793601 -113.07752279 -112.99548886
      1.8      3.50 -113.08020558 -112.99321912 -113.07211250 -113.00131220
      1.8      3.60 -113.07570827 -112.99773491 -113.06707217 -113.00637101
      1.8      3.70 -113.07159123 -113.00157811 -113.06241369 -113.01075564
      1.8      3.80 -113.06785257 -113.00483607 -113.05814177 -113.01454687
      1.8      3.90 -113.06448238 -113.00758908 -113.05425345 -113.01781801
