   0.6   1.600      0.00561055
   0.6   1.700      0.09892382
   0.6   1.800      0.03685176
   0.6   1.900      0.03216179
   0.6   2.000     -0.02796974
   0.6   2.100     -0.02402213
   0.6   2.200     -0.02208620
   0.6   2.300     -0.01842462
   0.6   2.400     -0.01619461
   0.6   2.500     -0.02160794
   0.6   2.600     -0.02865381
   0.6   2.700      0.02127135
   0.6   2.800      0.01683497
   0.6   2.900      0.00148650
   0.6   3.000      0.00850051
   0.6   3.100      0.01283418
   0.6   3.200      0.01493023

   0.8   1.600      0.02059561
   0.8   1.700     -0.11162555
   0.8   1.800      0.04285439
   0.8   1.900      0.03250199
   0.8   2.000      0.00880162
   0.8   2.100      0.01027047
   0.8   2.200      0.00367150
   0.8   2.300      0.00877389
   0.8   2.400      0.01808958
   0.8   2.500     -0.00620544
   0.8   2.600     -0.00934506
   0.8   2.700      0.03148349
   0.8   2.800      0.02355407
   0.8   2.900     -0.00179074
   0.8   3.000      0.00897343
   0.8   3.100      0.01832240
   0.8   3.200      0.01506600

   1.0   1.600      0.02184873
   1.0   1.700     -0.12851930
   1.0   1.800      0.03916521
   1.0   1.900      0.02773053
   1.0   2.000      0.01796627
   1.0   2.100      0.00727724
   1.0   2.200      0.00184259
   1.0   2.300      0.00535334
   1.0   2.400      0.01232154
   1.0   2.500      0.01689363
   1.0   2.600      0.01825789
   1.0   2.700      0.03980421
   1.0   2.800      0.03449996
   1.0   2.900     -0.00344574
   1.0   3.000      0.00568507
   1.0   3.100      0.01139539
   1.0   3.200      0.01490048

   1.2   1.600      0.01503620
   1.2   1.700     -0.05138167
   1.2   1.800      0.02785332
   1.2   1.900      0.01781162
   1.2   2.000      0.00849799
   1.2   2.100     -0.01072470
   1.2   2.200     -0.01178469
   1.2   2.300     -0.01210313
   1.2   2.400     -0.01186507
   1.2   2.500      0.03466247
   1.2   2.600      0.04048347
   1.2   2.700      0.04485172
   1.2   2.800      0.04406730
   1.2   2.900     -0.00519033
   1.2   3.000      0.00260380
   1.2   3.100      0.00470679
   1.2   3.200      0.01484629

   1.4   1.600      0.00582434
   1.4   1.700      0.02016309
   1.4   1.800      0.01098781
   1.4   1.900      0.00270946
   1.4   2.000     -0.01062944
   1.4   2.100     -0.02145824
   1.4   2.200     -0.02142207
   1.4   2.300     -0.02701237
   1.4   2.400     -0.03283661
   1.4   2.500      0.03407427
   1.4   2.600      0.04366012
   1.4   2.700      0.04296309
   1.4   2.800      0.04665076
   1.4   2.900     -0.00873635
   1.4   3.000      0.00369799
   1.4   3.100      0.01091024
   1.4   3.200      0.01531605

   1.6   1.600     -0.00129681
   1.6   1.700      0.01342181
   1.6   1.800     -0.00925828
   1.6   1.900     -0.01654596
   1.6   2.000     -0.03177908
   1.6   2.100     -0.00948100
   1.6   2.200     -0.01702385
   1.6   2.300     -0.02739630
   1.6   2.400     -0.03476399
   1.6   2.500      0.00932414
   1.6   2.600      0.02076438
   1.6   2.700      0.02173087
   1.6   2.800      0.03724211
   1.6   2.900     -0.01469468
   1.6   3.000      0.01075381
   1.6   3.100      0.03664642
   1.6   3.200      0.01681883

   1.8   1.600     -0.00654224
   1.8   1.700     -0.03657444
   1.8   1.800     -0.03029616
   1.8   1.900     -0.03466147
   1.8   2.000     -0.05266124
   1.8   2.100      0.01331052
   1.8   2.200     -0.01151449
   1.8   2.300     -0.01969714
   1.8   2.400     -0.02503640
   1.8   2.500     -0.01650516
   1.8   2.600     -0.00863481
   1.8   2.700     -0.00542819
   1.8   2.800      0.01322162
   1.8   2.900     -0.01927242
   1.8   3.000      0.01682863
   1.8   3.100      0.06450404
   1.8   3.200      0.02024939

   2.0   1.600     -0.01105463
   2.0   1.700     -0.07872249
   2.0   1.800     -0.04987504
   2.0   1.900     -0.04759610
   2.0   2.000     -0.07232309
   2.0   2.100      0.03142542
   2.0   2.200     -0.01643896
   2.0   2.300     -0.01496220
   2.0   2.400     -0.01684756
   2.0   2.500     -0.02060669
   2.0   2.600     -0.02095536
   2.0   2.700     -0.01919841
   2.0   2.800     -0.01510712
   2.0   2.900     -0.01757575
   2.0   3.000      0.01279765
   2.0   3.100      0.07105884
   2.0   3.200      0.02655234

   2.1   1.600     -0.01309788
   2.1   1.700     -0.09377872
   2.1   1.800     -0.05893878
   2.1   1.900     -0.05336755
   2.1   2.000     -0.08139862
   2.1   2.100      0.03773614
   2.1   2.200     -0.01875881
   2.1   2.300     -0.01612884
   2.1   2.400     -0.01653779
   2.1   2.500     -0.01734652
   2.1   2.600     -0.01837266
   2.1   2.700     -0.01817469
   2.1   2.800     -0.01675895
   2.1   2.900     -0.01425930
   2.1   3.000      0.00414097
   2.1   3.100      0.05902761
   2.1   3.200      0.03078451

   2.2   1.600     -0.01498249
   2.2   1.700     -0.10535500
   2.2   1.800     -0.06751186
   2.2   1.900     -0.05873039
   2.2   2.000     -0.08981176
   2.2   2.100      0.04233418
   2.2   2.200     -0.02078813
   2.2   2.300     -0.01700295
   2.2   2.400     -0.01668974
   2.2   2.500     -0.01641899
   2.2   2.600     -0.01637273
   2.2   2.700     -0.01585332
   2.2   2.800     -0.01566499
   2.2   2.900     -0.01372409
   2.2   3.000     -0.00665144
   2.2   3.100      0.03288657
   2.2   3.200      0.03039664

   2.3   1.600     -0.01669594
   2.3   1.700     -0.11385031
   2.3   1.800     -0.07558915
   2.3   1.900     -0.06362481
   2.3   2.000     -0.09744338
   2.3   2.100      0.04530839
   2.3   2.200     -0.02286004
   2.3   2.300     -0.01754319
   2.3   2.400     -0.01658418
   2.3   2.500     -0.01587310
   2.3   2.600     -0.01528704
   2.3   2.700     -0.01410271
   2.3   2.800     -0.01399398
   2.3   2.900     -0.01350494
   2.3   3.000     -0.00834548
   2.3   3.100      0.00093794
   2.3   3.200      0.02549767

   2.4   1.600     -0.01822575
   2.4   1.700     -0.11966359
   2.4   1.800     -0.08316551
   2.4   1.900     -0.06805628
   2.4   2.000     -0.10417439
   2.4   2.100      0.04674763
   2.4   2.200     -0.02581920
   2.4   2.300     -0.01774572
   2.4   2.400     -0.01617885
   2.4   2.500     -0.01528908
   2.4   2.600     -0.01446168
   2.4   2.700     -0.01290037
   2.4   2.800     -0.01255818
   2.4   2.900     -0.01326958
   2.4   3.000     -0.00892986
   2.4   3.100     -0.00357443
   2.4   3.200      0.01787462

   2.5   1.600     -0.01955939
   2.5   1.700     -0.12319379
   2.5   1.800     -0.09023580
   2.5   1.900     -0.07204583
   2.5   2.000     -0.10988569
   2.5   2.100      0.04674075
   2.5   2.200     -0.02540687
   2.5   2.300     -0.01792604
   2.5   2.400     -0.01544561
   2.5   2.500     -0.01443115
   2.5   2.600     -0.01360052
   2.5   2.700     -0.01192272
   2.5   2.800     -0.01141931
   2.5   2.900     -0.01307511
   2.5   3.000     -0.00910931
   2.5   3.100     -0.00495213
   2.5   3.200      0.00931446

   2.6   1.600     -0.02068436
   2.6   1.700     -0.12483986
   2.6   1.800     -0.09679487
   2.6   1.900     -0.07564857
   2.6   2.000     -0.11445815
   2.6   2.100      0.04537659
   2.6   2.200     -0.02135521
   2.6   2.300     -0.01879843
   2.6   2.400     -0.01449128
   2.6   2.500     -0.01331830
   2.6   2.600     -0.01258283
   2.6   2.700     -0.01094369
   2.6   2.800     -0.01042587
   2.6   2.900     -0.01299755
   2.6   3.000     -0.00917396
   2.6   3.100     -0.00549209
   2.6   3.200      0.00160421

   2.7   1.600     -0.02158816
   2.7   1.700     -0.12500076
   2.7   1.800     -0.10283760
   2.7   1.900     -0.07893270
   2.7   2.000     -0.11777268
   2.7   2.100      0.04274403
   2.7   2.200     -0.01484659
   2.7   2.300     -0.01792272
   2.7   2.400     -0.01354431
   2.7   2.500     -0.01195963
   2.7   2.600     -0.01433690
   2.7   2.700     -0.00984762
   2.7   2.800     -0.00945557
   2.7   2.900     -0.01308690
   2.7   3.000     -0.00927092
   2.7   3.100     -0.00583243
   2.7   3.200     -0.00361104

   2.8   1.600     -0.02225827
   2.8   1.700     -0.12407544
   2.8   1.800     -0.10835883
   2.8   1.900     -0.08171187
   2.8   2.000     -0.11971017
   2.8   2.100      0.03893190
   2.8   2.200     -0.00706340
   2.8   2.300     -0.01509381
   2.8   2.400     -0.01322776
   2.8   2.500     -0.01044658
   2.8   2.600     -0.00991784
   2.8   2.700     -0.00906402
   2.8   2.800     -0.00838820
   2.8   2.900     -0.01331763
   2.8   3.000     -0.00945613
   2.8   3.100     -0.00606246
   2.8   3.200     -0.00566135

   2.9   1.600     -0.02257179
   2.9   1.700     -0.12246284
   2.9   1.800     -0.11335343
   2.9   1.900     -0.08390605
   2.9   2.000     -0.12015151
   2.9   2.100      0.03402907
   2.9   2.200      0.00081200
   2.9   2.300     -0.01093674
   2.9   2.400     -0.01749368
   2.9   2.500     -0.00899166
   2.9   2.600     -0.00828126
   2.9   2.700     -0.00741564
   2.9   2.800     -0.00721118
   2.9   2.900     -0.01370875
   2.9   3.000     -0.00975101
